tweet,label
Bumpin' Migos in New Seabury putting these rich old white people in an early grave,0
#bitcoin #currency CoinDesk's Most Influential People in Bitcoin and Blockchain 2015 - CoinDesk: CoinD... https://t.co/9ULHY2mo2w #mining vi,1
There's 5 people in here lmao,1
Am I dreaming or do I see people in short sleeves and shorts? #ItsBeginingToLookALotLikeSummer.,1
Happy birthday to two of my favorite people in sports: @ButlerBlue3 and @CoachJim4UM!,1
I have the same 3 people in my dream every night and idk it just freaks me out,1
very grateful for the people in my life. Aimee always believes in my abilities,1
#WeAreAll1D because they're the best people in the whole world. Cuz' they're so amazing. Love themÃ_Â»Ã§. Hoy y siempre.Ã_Â»Â« https://t.co/FVEFXXtHpu,1
Turkish people are pointing out the hilarious plot hole in Homeland https://t.co/x376DS2iYf Bad research!,1
#Neha_Dhupia Taking a sigh of Relief now...Thanks to this Kanika,0
Each and every word going to univers†,0
Each and every word going to univers†,0
Am I the only one who heard something else at the end of the song,0
hat's why she called as Cornika kapoor,0
Am I the only one who heard something else at the end of the song,0
Now she is more dangerous than CORONAVIRUS.,0
Bollywood should boycott such people,1
Bc corona kapoor.,0
"abb isme iska kya kasoor, phle hi indication de diya tha to",0
Koi aur actor nahi hai kya iss page ka pass...,0
khud ka hota phir bhi meme banate kya,0
we know ki kanika Kapoor ne galat kiya h but we are not doing right also. stop trolling†,0
The guy be like.. fuck you bitch,1
Now she is more dangerous than CORONAVIRUS.,0
Thank you Kunal Kamra for sharing this! It's awe inspiring how beautifully with great simplicity Sahir Ludhiyanvi has penned the lyrics! So relevant today!,0
This one needs some real good cough syrup. Probably lost his voice raising all those anti-national slogans.,0
That how bhakts are spreading,0
"""DAMN GUBMINT TAKING MY MONEY AND GIVING IT TO THESE FUCKING 'SCHOOLS' FOR 'EDUCATION'""",1
Only solution for India...,0
#Education,0
"Rare video of Kirit Somayya interacting with kids at a Mumbai School. January, 2020 AD. Difficult questions posed by the kids, and in the end he promised them Naya zamaana or acche din.",0
The fact is that at that time they have enlightened might now it seems the generation truns into lunatic who never uses there mind just believe whatever their political leaders told them they never check the fact nor verified it.Just follow them blindly.,0
t's a song with a great message but unfortunately alot of people don't like listening to a meaningful great song people are full of poison in their minds educate you're minds,0
t's a song with a great message but unfortunately alot of people don't like listening to a meaningful great song people are full of poison in their minds educate you're minds,0
"There is exchange of dialogues happening in the song. Students are asking, teacher's responding. But our government be like, ""can't talk, riots only.""",1
Kunal kamra sir love from pakistan may God bless people with love and respect for each others #pakistanzindabad,0
"In the context of relevance of old hindi songs, I can only think of one line...",0
"""Jinhein naaz hain Hind par wo kahan hai...""",0
Still as relevant as then.,0
There was a time in India when movies and songs were made to keep people united and now...,0
"Best Line:
Jo Nafrat ki shiksha de vo dharam nahi Laanatt hai..
Bhakto ko kaha samaj me ayega gaana..isme Muslim shabd to bola nai gya. Assh*les.
Hence proved, Andh Bhakt exist from centuries.",0
Bhakts will use this as proof for modiji studying 5th standard and his roll no. Was 56!!,0
"Irony is.. the people sharing it have no idea about the Real meaning of the song... May that's why it faded with time..
Coz people like him couldn't take it as it was",0
Divide and rule wasn't a british idea just check manusmrithi,0
"Ankush Sharma
However, every Muslim is following Koran today which devides people on the basis of believer and non believers (I.E. Muslim and Kafir)",0
Ankush sharma if you are not effected with the manusmrithi followers that means you follow that even without knowing it. If you are not been discriminated that doesn't means others are also treated the same. Well I'm know I'm wasting my time but yes I'll advice you to bring little empathy in your thoughts.,0
Vijay Jaiswar Somehow misunderstood even by Muslim's of today believer are those who believe in Islam non believers are those who don't believe in Islam and when slam translated into English means peace and now translate the whole sentence you will get the answer sadly some mullahs of all time used this line to create hatred,0
"Hey, Ammu
Hinduism had been progressive for long time. Infact it was a religion itself. There were works been written. Like 4 vedas then wrote 18 purans , 200 + upnishad, etc then some jerk wrote the laws of Manu which made strict rules. There is always an update needed in a religion. Sati is one of the bad example. There are many more which are needed to be updated or removed. Also one should never become a fan of any God Man or baba, if the Religion is wrongly interpreted by them it can lead to chaos. But I'm an Atheist and I don't believe in Karma. If everyone will stop believing in God and karma many might stop doing good work because they might think nobody's watching them and stop being Good. An atheist can be as a Religious Person. For eg. Savarkar was Atheist , Hitler was Anti-Christ. It's complex and Perplexing.",0
"Each and every single word is correct in this song but that is for Indian only, not for them those who are crossing the border and living and exploiting the resources illigaly",1
"Arnab.. mouthpiece for bjp.. We couldn't expect honesty from those who are a supporter of ruling government.. If.. Suppose this government has gone, Arnab will support the next ruling party.. Nation wants to know... Why he didn't asked PM, about fuel prices..",1
I just wondering how did he gone this much wilder now in republic. He was a worst anchor in times now but upto this level,0
"shameless reporter, what can we expect from him?",1
"There is no evidence for the doglapan. But just I doubt that whether he, I mean the Goswami, has two or more fathers",1
"Beardwalas !!! Getting activated ,always activated on puny things but they are in deep slumber for real causes .",1
"They are purely born criminal's that's there standard but you , you have educated pim for the dirty politics criminal",1
Media is like C*N**M which Ruling party @ Center uses and once out of Power removes are throws it ....,1
Earlier there was gramophone record company known as His Master's Voice.....all Indian media carries this symbol.....His masters voice.....Rafeeq,0
Earlier there was gramophone record company known as His Master's Voice.....all Indian media carries this symbol.....His masters voice.....Rafeeq,0
"After the BJP won the elections with full majority on 16 May 2014, one Modi fan fainted with happiness and then went into coma...",
after 4 years he suddenly came out from the coma..,0
Returning to his senses he asked the following questions to the attending doctor...,0
How do you feel in corruption free India?,0
Robert Vadra is in which jail?,0
Rahul and Sonia are in jail or escaped to Italy?,0
Should I book ticket for bullet train to Lucknow or should I go by plane?,0
How much black money did we get back from the Swiss banks?,0
After every Indian received 15 Lacs each from Modiji... there must be 'NO POVERTY'.,0
Has the rate of US dollar dropped to 35 rupees?,0
"How happy are Indians after Modiji subsidized and freed cooking gas, vegetables, tomatoes, onions, potatoes ?",0
"After Pakistan getting frightened and returning Dawood, what happened to him?",0
Are the farmers happy at being returned the land forcibly acquired by congress?,1
Listening to these questions the poor doctor has gone into coma... and the Modi Fan is lodged in the Mental Asylum at Agra!,1
Hindu se bada secular kaun hai? WTF? Does he know what secular means?,1
We should boycott this channel,1
"I am not a big fan of Arnab Goswami but I think he has covered up news against BJP also like the Kuldeep Sengar case he criticized yogi govt, also criticized the Khattar govt in the murder of a child in Ryan international, also exposed the links b/w karni Sena and bjp and also presently criticizing the JD(U) and bjp in the Thakur rape case in Bihar so I don't think he is biased enough.",0
Only accurate statement: Hindu se bada secular kuch nhi,0
"When i read the scriptures, i turned atheist. May be you need to study them too",0
It is called godi media,0
Some body in studio should have caught hold him by neck and dragged out. This is utter hypocrisy,1
"Wat I love about this video is d song in d background, they themselves don't know wat they r actually doing n saying†",0
"Wonder how he looks himself in the mirror, everyday. This is just one if his thousands of hypocrisy.",0
If ur in America do u tell the leaders to speak in hindi no u learn English.then why dont u learn marathi if u r staying in Maharashtra,0
U people have made it a cosmopolitan state. If u have any problem in understanding Marathi language please learn it well cause it is the regional language of Mumbai n Maharashtra. If not then fuck ur asses off n get out n move to such place where u will find people speaking French n English.,1
"don't fade the literature n culture of Maharashtra. Because of Thackeray legacy today Maharashtra has less crime rates, more job oppurtunity, urbanized facilities and so on....u people are like JIS THAALI ME KHAATE HAI USI PAR CHED KARTE HAI.",0
"Nibbi needs to know that even if she hasn't learned it, Google translate exists",0
She doesn't even know mumbai is not state.,0
"one minute Guyz, she is right at her place I mean as a CM he needs to address in Common language which Can be understood by everyone. Marathi is a local language but not every people like me can't understand Marathi language though iam born and brought†up in Mumbai itself but till my schooling was done from different board wer Marathi language was not there and there are some my few friends who are proper Maharashtrian but don't know the native language but it's completely fine.. I mean why are you guyz creating hatred that Maharashtra meim rehena hai toh Marathi ani chaye!",0
Kindly tell her that Karnataka CM is also using there local language...and for those who are saying Maharashtra main rehneka to Marathi aana hi chahiye aisa kuch nahi guys get a life if you don't know the fact all the states are made by there language†spoken areas†,0
At this point I would have kept quiet due to covid-19 situation which has affected globally but u should know When our mother watch ur third class serials which doesn't have any sense and create mess in others life u get paid if they stop watching ur shitty serials u will have to beg for money and work @mahhadevia tejal corona ????whenever we face other I will make sure that I will throw my shoe on ur face anyways the people who work for u can spit on ur face if they come to know how cheap u r ,1
I couldn't find her profile this illiterate women she need to be answered by government ! Rather throw this waste shitted by the up MP or whatever state it is but she doesn't belongs to Mumbai throw this waste out ! Bloody whore,1
It's high time these people respect marathi and maharashtra as a state otherwise they should be thrown out.,1
"Action must be taken against her !
Such a shit she is speaking !",1
Well ...dnt understand wat kind of mentality she has..she has proved ..man is born with class..money can never buy class...also HINDI is nt d national language....wud like to ask dis sick lady...does she has d audacity to make such cheap comments if she wud have been n southern part of INDIA.Also in regrds with non maharshtrians moving out of mumbai wud cause unemployment..,1
"Should stop working for such people..let them clean their own vomit, shit and even asses bitch",1
We have give place to stay in our place they should respect for that.... bloody bitch she is,1
If tejal is genuinely having problems with Maharashtrians she should leave our state,1
"Oh, on the contrary, Maharashtra will be clean. People from outside also respect Maharashtra
And the people of Maharashtra are letting you live.",0
†If ur in America do u tell the leaders to speak in hindi no u learn English.then why dont u learn marathi if u r staying in Maharashtra,0
Put her behind the bars and let ladies police sanitize her in their own way...may be her brain is infected with corona...,0
wud like to ask her dat was she or her family or the industrialists wer invited to come n stay n start der business n maharshtra....no right...u came fr ur own survival right...so its n individuals choice..any one can go n settle any where...however u have to respect the language the culture of that place..,0
.if u or as u say induatrialists move out of maharashtra den wat wud happen...dnt worry abt dat...CM of every state adresses the people in the state language ...n Hindi as u say is nt the national.language,0
Sanskrit was d actual language of BHARAT...IF u have problems with d language..d food n people u r free to leave...plz dnt make rucuss n make people pity ur mentality...plz dnt forget dat u r living on the mercy of d Maharashtrians..all people lving here..who give u business n cater services...n u have to n will always b n debt fr dat..plz get ur basics right..n leave asap...,0
"I think u r not proud of your mother that she gave your birth in this beautiful city..
I wish I could say it in hindi so that my word may fit properly in your mind",1
"She is innocent als famous role model..whow,sincerity simply awesome but a nice whore",1
he is working from home since my childhood,0
She is working from home since my childhood,0
 If you know this girl then my friend we both will meet in hell,0
Her step brother help her in doing work from home,0
She is working in home from atleast 3 years...she seems to be professional.,0
at least she has not committed a crime like those educated ones do,0
Innocent girl goes through lots of problem and pain,0
"but he himself was very late.. he is doing some great things now but he is very late..
This is where education matters a lot..",0
"We are shorts of protective gears and ventilators in hospitals, reported to govt. But no respond from it. Now imagine doctors stop attending corona patients, and such reports are coming",0
"Govt itself is not taking lockdown seriously .... Govt offices , Banks r operating where maximum walk-ins happen",0
First understand the purpose behind it rather than talking rubbish,0
So true....and the main reason is there is no cure for stupidity...corona is still secondary first we have to find cure for stupidity.,0
"Love u modiji for being so clear , determine and honest.",0
He could've used the same platform to better use atleast explained people about importance of social distancing and being hygiene..,0
And can push millions to die without providing proper medical care and facilities,0
"Of course he can, but the problem is he is not directing people in right direction, just pushing them towards superstitions.",0
Some people r really not understanding or don't want to understand what the purpose was...sad,0
And this is why India is never gonna develop... Worst PM ever,1
And that will be last joker thing for some one to do,1
"I bealive After this corona shitt is over & if india comes out in a better way compare to other countries, bealive me NM is going to b unbeatable for next 10 to 15 years or even more. There will b no competition infact.",1
"This guy could have respond timely but at the time the serious reports were coming from the world about corona, he was busy having litti chokha , phuck",1
"M not modi supporter
Never voted for BJP
But I didi it too
To support and motivate government employees",0
"Emotional blackmail or sympathy vote, which one exactly you are speaking about?",0
"Yeah he pushed millions to Nirov modi, vijay mallaya and Ambani adhani",0
Does it mean he could have come on TV on day 1 of Delhi riots and asked people to stop?,1
That's why premiere hospital of India is lacking test kit and for COVID-19,0
Fear of Spread of corono virus actually pushed millions do it... wot say,0
Worst pm ever seen by india,1
he can make ppl do things why didn't he appeal to stop riots ??,1
" I used to blame him but yesterday I found out that the people who elected him are stupid, he can't be blamed for stupidity of people.",1
"Yes, The lynchings, riots and killings are rampant now.",1
"Daily,I don't think its practical..but once in a year..and memers can make this possible",0
"Why not ask for better hospitals, more beds in the existing hospitals, more pathology labs. Clapping from the window will not help anyone here",0
No because yesterday people came to the road in some some places. They are not understanding the precautions. So it will be dangerous.,0
It's not advisable some ppl r doing in groups without social distancing.. It will increase the cases... fucking idiots,1
Once CORONA is totally over we can do it but with less intensity without creating chaos n noise.,0
"Till the time we are in lockdown state, my locality is planning to play Mahamrityunjay mantra at 6.30 pm daily.",0
The police needs to wear his mask correctly! and should beat that mf ass,1
"Well done Rahul, first time in his life did a great work",0
Don't worry it was tax payers money at the end of the day the one which he and his family had looted. Anyways it's a good gesture.,1
As a person he did good work and i love to hear this but as a politicians i don't like him,0
Not everything needs to be politicized......But a very good gesture by rahul gandhi.....,0
 I must agree as a person he did a good job... appreciate,0
Its a proof that kids have a clean heart n help witout any xpectations.,0
If this is true?? Really you are posting it without knowing the authenticity of the post. But this is true btw shashi tharoor himself praise rahul gandhi for this.,0
He is a good man but in wrong profession,0
An unemployed mid old person have money to some body..... source... is it that which he withdrew standing in line during notebandi ? fucking gay,1
This act doesnt qualifies rahul gandhi to become the prime minister of India. this is stupid also the followers ,1
And this is not true...so shut up n delete dis shit immediately,1
Send us the legal news about this rumors...,0
"To the admin if you are not sure about this
Then why are you sharing this?",0
"No news about this on TV, do you have any proof,or just believed in rumours",0
News of 2017 and which was full of political agenda.,0
ust to ensure that she keeps her mouth shut and stop the protests against the rape case . How cheap of Indian parents who have no self respect / can think of taking money ? Why canít they fight for the truth ?,1
people are so fucking shitty these days ,1
yeah like they can profit from someones distress.. assholes,1
Any update on CAA how they are lacking miserably this central government,0
"Yesterday""s newspaper states the temperature of Antarctica rising beyond 20 degrees C.",0
"Second one is very much shocking. Whoever approved this, irrespective of their degree or experience, have no moral right to teach anyone. No one should call these tyrants professors..",1
What is wrong with the fucking hostel???,1
They're making the roads again and seriously it's hectic the traffic just increased,0
First of all these are opinion techniqally not news... Secondly for those people who are thinking of this types of news as their weekly news shots they are being totally dumb. He is just showing selective topics which he wanna talk about there are still much more things going in the news so for those idiots instead of blindly following someone's ideology or opinion collect info and think about it urself.,1
What is wrong with the fucking hostel???,1
He is a comedian broo... Just posting his material which entertain the people... N nthing is personal in this bussiness.... Love u kunal for ur talent.,0
People talking about giving respect if u knew what kind of leaders bjp has u would know they don't even deserve r of respect,0
"Yes, The lynchings, riots and killings are rampant now.",1
"Daily,I don't think its practical..but once in a year..and memers can make this possible",0
"Why not ask for better hospitals, more beds in the existing hospitals, more pathology labs. Clapping from the window will not help anyone here",0
No because yesterday people came to the road in some some places. They are not understanding the precautions. So it will be dangerous.,0
It's not advisable some ppl r doing in groups without social distancing.. It will increase the cases... fucking idiots,1
Once CORONA is totally over we can do it but with less intensity without creating chaos n noise.,0
"Till the time we are in lockdown state, my locality is planning to play Mahamrityunjay mantra at 6.30 pm daily.",0
The police needs to wear his mask correctly! and should beat that mf ass,1
"Well done Rahul, first time in his life did a great work",0
Don't worry it was tax payers money at the end of the day the one which he and his family had looted. Anyways it's a good gesture.,1
As a person he did good work and i love to hear this but as a politicians i don't like him,0
Not everything needs to be politicized......But a very good gesture by rahul gandhi.....,0
 I must agree as a person he did a good job... appreciate,0
Its a proof that kids have a clean heart n help witout any xpectations.,0
If this is true?? Really you are posting it without knowing the authenticity of the post. But this is true btw shashi tharoor himself praise rahul gandhi for this.,0
He is a good man but in wrong profession,0
"130 cr populations ... tests done 50000 as per previous update !! Ppl walking out to their homes , no arrangements of transfers .... sudden lock down .... nd we r being to told to light up Diyaís ... seriously ??? Donít we hav some major issues To deal with ?? Chocolate of emi is being given ... if u calculate it over all !! U r paying more than u hav to in days to come through emis , is this relief or loot ?? We hav bigger issues letís stop this chain of haterate nd fight for a cause of humanity !! Itís high time to stop watching barking dogs lik Arnab and company ... the actual terror organisations r now media , Who r build such haterate !! Try to understand what is going on not what is sold on media !!",1
Ahahahahahahahaha,0
Good to get Some Laughter Therapy in The Morning.. It's Better to see that You didn't Use Those TWO Words in The Video.. It's Best to see that Arnab Babu is Not in the Frame in it..,0
Vote for Amish Devgn Only,0
"If itís true that if we light Diya at every house corona virus will die, then itís great idea that all doctors do Pooja and Aarthi for all covid patients, all roads and malls light up with Diya, no lockdown required... wonderful idea..",0
odi media is like this only and they don't deserve any respect but buycott. Because of Thier divisive reporting India is lost very much. If you can't see it you are type of blind called andhbhakt,1
Great work sir which work should done by journalist its done by a great comedian we have full support for you sir†#chinar†valley Kashmir,0
Kunal Kamra is actually benefitting Modi and his party by mocking him.,0
fuck this,1
Kunal Kamra seems to be planted agent of BJP IT cell who is actually garnering sympathy for Modi by joking and moking Modi.,0
Just imagine Kunal Kamra did interview of Tejasvi Surya and edited to look it like a joke but Tejasvi did not raise any objections.,0
this whole idea of hindutva is fucking stupid,1
Those who take sadistic pleasure in watching content of Kunal Kamra should take a clue from this.,0
I suspect Kunal Kamra is hell bent on bringing Modi back to power in 2024.,0
ts fine to oppose some one but every time observing only negative things...,0
U need to think on yourself Kamra bhai,0
This man has stooped to the lowest level stand up comedy vs frustration can be cleary seen,0
In over excitement of uploading this You forgot to ask.....Who did this,0
"ctually in 1980 , 5th March, the conference between M M Joshi, Mr. A. Bajpayee, Mr. L K Adwani formed the party and launched on 6th April. Now it is up to you, whether you follow the PM's advise or not, sorry, you lit up a candle or diya...",0
bang bang drown bitches and hoes,1
"Kunal why u against, Modiji for every conditions? Is it personal?",0
"1 candle cost around 2-3 rupees. If 1 crore people save that amount , u can pay the daily wage people who are starving Mr Prime Minister.",0
No no no... This is extremely wrong. He's prime minister of our country you should learn to respect that. This is bad,0
i wish u could add some more corrupted and shameless journalist in this video...,0
"hose liberals who are saying that Oo I didnt expect this from kunal kamra, being an indian i wont support this.. Blah blah blah. I would like to say that go and watch his fuckin show 'aar paar",1
"""To find someone who will love you for no reason, and to shower that person with reasons, that as the ultimate happines .""",0
Jimi Hendrix ~ 'Manic Depression' from the album The Ultimate Experience [1993],0
I pulled the ultimate black mom move this fine morning _Ã´Ã–_,0
"Check out the ""Ultimate Holiday Tech Gift Guide 2015 Ã_Ã_Ã± 2016"" Tons of #android and tech gift Ideas https://t.co/GVe8Vya6Hv #christmas #xmas",0
"Check out the ""Ultimate Holiday Tech Gift Guide 2015 Ã_Ã_Ã± 2016"" Tons of #android and tech gift Ideas https://t.co/YlhrITTqur #christmas #xmas",0
The Ultimate Guide To Perfecting Your Eyebrows https://t.co/CXHPrrkFeB via @StyleBlazer,0
"@nairnsy27 And now you're paying the ultimate price, dummy.",0
"Much respect to @almelccbs for keeping your sanity workin with @CBSScottWhite, the ultimate 1-upper plus he always finds a way to disagree",0
"It's almost Christmas and I have yet to watch my absolute favorite Christmas movie, The Ultimate Christmas Present!",0
Oh my I cry every time. The ultimate of goals.  https://t.co/NT9oE3MvYr,0
The Ultimate #FitnessRecipesSexualHealthWeightLoss Package 700+ #Videos &amp; literature Free! https://t.co/aBVbRpzwQE https://t.co/jZsK5CATjl,0
"Feb 13 at 8pm - Described as 'The Ultimate Valentine's Date', a special theatrical show called 'Country Love... https://t.co/BgBM7si8FN",0
"Check out the ""Ultimate Holiday Tech Gift Guide 2015 Ã_Ã_Ã± 2016"" Tons of #android and tech gift Ideas https://t.co/rQOc70oZcD #christmas #xmas",0
Win the Ultimate Custom NCIX PC Powered by Corsair and ASUS worth over $3200 from @NCIXdotCOM Holiday Giveaway! https://t.co/i0AvO7dzgY,0
Wow ?? it is so funny because she is a girl saying all ... MutherFucker,1
It's her choice assholes hahahaha,1
Ass big as a house??????,1
Dis is all not funny we should file a FIR against her ...she is misguiding teen of india,0
what kind of films she made to enter the Industry.,0
She is our National whore..,1
She just shared her struggle in bollywood,0
"†I am happy to be a member of BJP as I like all the policy s of the party,",0
It's the only banner all Of us can come under to save our culture and nation the great Barath..,0
We have choosen you to make india better its your duty to take such actions that economy zooms. Leave all such things that indulge your MP or MLA in things like miss call for CAA or busy joining others to BJP rather put pressure to them to think or try†to get those points that are hindering small city buisnesses due to online purchases or other reasons. About 40 percent voters vote for bjp try to convince rest with social and economic duties rather than busy in showing numbers. Try to get mood of voters before elections and plz dont speak bad words for the opposition like in the case of kejriwal. BJP is known to be deciplined party let it be like that only.,0
"You are a failure government and your intention is not good about the public people ,in your reigns there is no any developments rather decreasing the economic standard and selling all the government properties so I don't want to join BJP. I like very much AAP and whole country people should join AAP , better you people join to AAP.",0
your reign will end once for all when a savior of the light will come then he and only he will fuck your arses in hell,1
amen to that brother this pro nazis fucking deep modi lovers will die and their reign will be over,1
you guys just hate it because you cant do things that an old guy can do running this country all by himself.. modi for win,0
running country or killing it? the worst years we had and the gdp is all gone he managed to fuck the whole country all by himself,1
he has managed to create disputes amongs the people now he wants them to all go!!!,0
modi govt = a bunch of retards,1
modi wants to rule like hitler and to take peoples freedom and make them slaves... fucking retard,1
All these fucking jobs I applied for I need to get at least one shit in this modi govt,1
Fuck. I was skipping all the spoilers from SW VII until i crashed into one. I hate these fucking moron.,1
My manager and these fucking timesheets pissing me off man how you gon not approve timesheets before fu KING Christmas the fuck wrong with u,1
"""DAMN GUBMINT TAKING MY MONEY AND GIVING IT TO THESE FUCKING 'SCHOOLS' FOR 'EDUCATION'""",1
OMG! These fucking stalkers need to leave them alone. ,1
Especially with these fucking bhakts,1
These fucking Christmas Carolers set up camp next to me while I'm trying to listen to my headphones in baggage claim,1
Who the fuck gives birth to these fucking weird people ??? Like I don't even know u,1
Kamra is the one for whom Condom companies apologize every year,1
Is it only me who is missing Arnub sususwamy?,0
Kamra likes to call himself a comedian..at least make something funny...the biggest joke is him trying desperately to be funny while behaving like a school class bully who makes lewd remarks and drawings,1
That awkward moment when you realise that the money you make out of your videos in quarantine is because of Modi..,1
Report this post in huge number people this ganjedi is mad...,0
"When I saw the notification I was interested. But Tejasvi Surya is a hollow man. He has no ideas, no rationale behind what he stands for. Perhaps he doesn't even believe in what he says he does",0
You just grilled him but He's Brave to Appear on Your Show.. Loved his Calm Endeavour Answers at times.. He's a Different Person When it Comes to Speeches Anyway..,0
"To all those who are making fun about lighting Diyas/candles. People like you have problem with everything and always will have, can't expect less from Kunal Kamrandi fans.",0
"I was waiting that at this time our pm will say that this virus has no religion. Instead of fighting each other let's united against it and fight against it by so and so means. As we are lacking in medical facilities, doctors, equipment etc. But this lamp lighting ceremony was unexpected",0
He's no plans isliye he's doing circus with whole country.,0
Over excited†#Bhakts†on Sunday April 5.!!,0
there will be a fucking burndown,1
burn down nope there will be a fucking hell rising,1
"†Its disaster the PM 0f 135 cr population country comes for a press confrence during a epidemic disaster and saying to glow up the lights and lamps for 9 min to show we all are togeather rediculous...... Sir we also want how do you prepare to save us from this or will staying busy in doing campaign for releif fund.... Is there any clue of increasing ventilators, testing kits, masks, senitizers and other essentials.",0
"Machile Christian†Kunal why u against, Modiji for every conditions? Is it personal?",0
"Kamla Nair†1 candle cost around 2-3 rupees. If 1 crore people save that amount , u can pay the daily wage people who are starving Mr Prime Minister.",0
Prashant Gupta Maxx X†Kamla Nair†kaha se late ho itna gya?? Whatsapp University?,0
Sajit Mujawar†No no no... This is extremely wrong. He's prime minister of our country you should learn to respect that. This is bad,0
Anwar Taqveem†He shud work on his sh.... Flashlight...,0
Practice makes man perfect,0
Faraz Ghalib††i wish u could add some more corrupted and shameless journalist in this video...,0
"Vinay S. Chavan†Kunal Kamra†is trying really hard to diss PM so that he gets offended and takes some action against him, arrest him or so. And then Kunal Kamra gets popular and sell tickets later on!",0
Vineeth Naik†This should have come out long time ago!†,0
Viki Sonkar†If work from home is an art then kamra is Picasso of it........,0
Simte David†Instead of amish i would prefer sudhir or arnab†,0
Sahil Khan†This is hilarious... Kunal you ROCK†,0
"Na Feel N†In order to light a candle,",0
We have to switch off all light...?,0
What Nonsense.†,0
LÖSee more,0
Ra???? A??a???†Hope Dats oil instead of water in the end††timing†,0
"Jitesh Khadse†Everyone notice this time captain is missing"" Who did this? ""†",0
Sujoy Banik†Can't stop laughing.And mastermind behind Godhra pogrom is no less evil as Alauddin Khalji,0
"S.V. Raman†Those liberals who are saying that Oo I didnt expect this from kunal kamra, being an indian i wont support this.. Blah blah blah. I would like to say that go and watch his fuckin show 'aar paar'. Tum log usi ke layak ho.",0
Jao jaa kr dekho uske show me kitna communalism aur hatred bhara hua hai. Roz raat me aa jaata hai muh utha kr.,0
Gazi Javeed†woow that is fun. Thanks for relaxing corentine,0
Ashutosh Raj†its a little offensive you know.,0
Arijit Thakur†Today at 9 p.m. don't burn your back after watching outside,0
Neaz Morshed†Can't stop laughing,0
Shoaib Raj†The moment the song started...†,0
Subhasish Hazra†Kamra is the one for whom Condom companies apologize every year fucking asshole,1
Sumit V Kumar†Timing at 9.00 PM†,0
"Deepak Uttam†Plz don't insult ""Nayaab Tawfaa""",0
Aasem Khan†Is it only me who is missing Arnub sususwamy?,0
Mo Sufi†What a creativity†,0
Hemendra Bhatia†Kamra likes to call himself a comedian..at least make something funny...the biggest joke is him trying desperately to be funny while behaving like a school class bully who makes lewd remarks and drawings,0
Safwan Muhammad†Safeguard your appliances as people of nation will be going to serve Modi's request of switching off lights for 9minutes at 9PM which would cause high voltage surge and fry up your home appliances.,0
Hemendra Bhatia†Kamra likes to call himself a comedian..at least make something funny...the biggest joke is him trying desperately to be funny while behaving like a school class bully who makes lewd remarks and drawings,0
If National Grid is unable to tweak power supply as per sudden drop in demand then power system will go for a toss which would lead to Power crisis across country for a week in the midst of Pandemic emergency!,0
Arindam Sinha†That awkward moment when you realise that the money you make out of your videos in quarantine is because of Modi...†,0
Shashank Mishra†Report this post in huge number people this ganjedi is mad...,0
kk,0
burn down nope there will be a fucking hell rising,0
Shafaque Sattar†Expected a longer video†,0
"Mohd Salim Sallu†It's all about faith and belive.. Our hindu Brothers belive in vastu, nakshatra were we doesn't. Let our brothers light the candle and we should pray to Almighty to overcome from this corona virus..†",0
"Disha Sharma Rawal†Mohd Salim Sallu†there is no need to bring religion brother. I appreciate your thought. Not just diyas or candle he did say you can use flash lights. Using flash lights is not religious. We all should pray. Be safe, stay at home",0
Grim Ronie†Mohd Salim Sallu†so if vastu can kills corona virus then why temple priests are afraid of corona..,0
Himanshu Singh Malik†Mohd Salim Sallu†it's not about vastu and nakshtra it's only to show solidarity of our nation at this time agar aap diye ya candle nahi Jala sakte to phone ki torch jalake hi apna sath de,0
Mohit Prabhakar†Mohd Salim Sallu†thanks for Ur gesture and I love your mentality...however this is not related to vastu...,0
We all should including come and do this for our country including you it's not vastu just India u United,0
"ajeed Ahmed†Mohit Prabhakar just symbolism will not work we all know the ground reality we are passing through just , diverting attention is the main intention behind this",0
Shyam Sharma†Yes Jmat e Markaz has played a vital role to Stop corona We are going to applaud them with diyas†,0
Shyam Sharma†Zafar u r correct According to Islamic calabder 6 april comes on 5th april So they are doing so. U r correct and we support our pm we will do the same,0
All these fucking jobs I applied for I need to get at least one shit in this modi govt,1
"Mohammad Naved†Kabhi kabhar science ki bh madad le liya kro, ya thali, Diya se hi corona ka ilaj krna h...",0
Maneesh Dang†your comment is the most sensible comment on this post,0
Sourav Agarwal†Mohd Salim Sallu†waah Bhai .,0
Firoz Mohiyudheen†Disha Sharma Rawal will flashing lights put an end to corona,0
Disha Sharma Rawal†Firoz Mohiyudheen Definitely no. But if you would see positivity among people participating in something which is keeping you away from corona news for at least 9 min of our lives will it not affect your mental health?? I don't know about everyone buÖSee more,0
"Almighty jaise kuch nahi hota hai re, Salim. Kab nikalega is andhvishwaas se?",0
Junaid Baig†Dibbyendu Karmakar†aur tum log 23 march ki Tarah gaumotar party karru,0
Anup Garghate†Mohd Salim Sallu†Bhai. Sahab,0
fuck this,1
Ray of Hope,0
Siddharth Gautam†Mohd Salim Sallu†5 april Palm Sunday,0
Disha Sharma Rawal i know what he said and i even know that his intention is not ask people to do puja but you see he is not a normal guy he belongs to an organisation which is a fanatically racists organization so its natural his ways and his attitude†will show some aspects of his background. why is it that every thing he says somehow is related to Hinduism.,1
